x,y,t,pol
129,336,4840921936733,False
123,307,4840921936733,False
130,338,4840921953117,False
117,315,4840921953117,False
45,350,4840921953117,False
59,383,4840921953117,False
147,282,4840921953117,False
168,347,4840921953117,False
133,363,4841072106333,True
178,349,4841120607069,True
362,562,4841159252829,False
75,391,4841159263069,True
139,355,4841159263069,True
0,513,4841159263069,True
6,514,4841159263069,True
362,561,4841159263069,True
165,303,4841159263069,True
4,512,4841208722269,False
64,383,4841221006173,True
198,373,4841231487837,False
174,398,4841297316701,True
86,359,4841378892637,True
80,376,4841396829021,True
31,330,4841412651869,False
31,348,4841472033629,False
73,437,4841496951645,False
161,333,4841515180893,False
202,375,4841538833245,False
162,329,4841547979613,True
3,512,4841642203997,True
177,320,4841642203997,True
65,442,4841644342109,False
34,308,4841684958045,False
45,345,4841759933277,False
166,302,4841759943517,True
40,343,4841759943517,True
53,387,4841759943517,True
137,343,4841759943517,True
125,345,4841759943517,True
73,438,4841759943517,True
83,389,4841759943517,True
6,512,4841759943517,True
79,78,4841790788445,False
165,304,4841808683869,False
62,383,4841818340189,False
99,404,4841823597405,True
96,399,4841856027485,False
83,398,4841897251677,True
168,388,4842071921501,True
73,392,4842188010333,False
91,322,4842188010333,False
104,358,4842188010333,False
185,386,4842188010333,True
30,347,4842188010333,True
31,347,4842188010333,True
136,343,4842188010333,True
147,318,4842188010333,False
91,357,4842188010333,False
129,337,4842188010333,True
164,347,4842188010333,False
89,381,4842188010333,False
22,251,4842238655325,True
170,264,4842254275421,False
166,340,4842286889821,True
7,400,4842370659165,True
58,386,4842548642653,False
75,302,4842661921629,True
66,386,4842661974877,True
130,351,4842661974877,True
87,359,4842673283933,False
46,337,4842716504925,False
105,277,4842716504925,False
118,319,4842716504925,False
88,382,4842716504925,False
41,345,4842760797021,False
108,325,4842760797021,False
5,514,4842760797021,False
2,512,4842760797021,False
164,303,4842760797021,False
99,406,4842760797021,False
6,510,4842760797021,False
361,561,4842760797021,False
139,348,4842760797021,False
53,378,4842760797021,False
46,318,4842760797021,False
44,345,4842760797021,False
78,388,4842760797021,False
55,396,4842780752733,False
84,316,4842780752733,False
105,392,4842802801501,False
35,387,4842888850269,True
118,316,4842958500701,False
158,184,4843001811805,True
89,353,4843006092125,True
51,390,4843040420701,False
6,515,4843043478365,True
36,230,4843069647709,False
77,334,4843072011101,False
8,280,4843102106461,False
159,175,4843106419549,True
42,315,4843135761245,False
78,408,4843222238045,True
152,338,4843323040605,True
114,350,4843410699101,True
28,348,4843433665373,True
52,259,4843579005789,True
79,394,4843702463325,True
151,323,4843702463325,True
32,338,4843702463325,True
25,392,4843702463325,True
3,514,4843716942685,False
167,302,4843716942685,False
118,315,4843720727389,True
166,303,4843720727389,True
8,512,4843720727389,True
10,512,4843720727389,True
11,395,4843720727389,True
121,339,4843720727389,True
47,385,4843720727389,True
136,354,4843720727389,True
30,338,4843720727389,True
363,559,4843720743773,False
8,513,4843720743773,False
10,395,4843720743773,False
9,511,4843720743773,False
100,411,4843763702621,True
43,346,4843854383965,False
94,381,4843854383965,False
98,405,4843854383965,False
31,351,4843910009693,True
148,353,4843910009693,True
43,347,4843910009693,True
131,248,4844035679069,False
361,565,4844156334941,True
368,552,4844156334941,True
43,307,4844186606429,True
136,355,4844200778589,True
125,215,4844214104925,True
93,361,4844230986589,True
162,339,4844238762845,True
61,331,4844295412573,False
129,398,4844309166941,True
136,357,4844309166941,True
172,218,4844399995741,True
77,393,4844406270813,False
119,316,4844501379933,False
126,397,4844509240157,False
27,348,4844530053981,True
49,406,4844543327069,True
82,427,4844693343069,False
145,386,4844730880861,False
137,356,4844730880861,False
79,395,4844730880861,False
120,248,4844792236893,True
94,384,4844828672861,True
55,378,4844833962845,False
130,397,4844833962845,False
89,263,4844833962845,False
144,384,4844838245213,False
63,241,4844847432541,False
141,342,4844862845789,True
31,390,4844873139037,True
85,163,4844903940957,True
47,335,4844980595549,False
188,365,4844980595549,False
101,396,4844980595549,False
144,351,4844980595549,False
117,316,4845012108125,False
152,332,4845027961693,False
55,583,4845131832157,True
180,513,4845131832157,True
91,316,4845145736029,True
119,167,4845189933917,True
115,384,4845199485789,False
111,94,4845425496925,False
171,306,4845426115421,False
153,387,4845442949981,True
14,461,4845536021341,False
29,285,4845546265437,True
100,394,4845638916957,True
68,394,4845638916957,False
35,308,4845638916957,True
58,396,4845638916957,True
30,350,4845638916957,False
93,388,4845638916957,False
154,322,4845638916957,False
33,335,4845638916957,True
128,313,4845638916957,False
140,344,4845638916957,False
362,558,4845760818013,False
5,515,4845794208605,False
86,222,4845805605725,True
132,381,4845939577693,False
132,333,4845939577693,False
128,309,4845939598173,False
7,512,4846167481181,True
8,510,4846167481181,True
192,236,4846201996125,True
15,283,4846214574941,False
147,383,4846214574941,False
37,387,4846214574941,True
51,385,4846214574941,True
37,348,4846214574941,True
10,511,4846214574941,True
147,401,4846214574941,False
99,374,4846214574941,True
84,401,4846214574941,True
122,311,4846214574941,True
122,339,4846214574941,True
123,305,4846214574941,False
6,511,4846214574941,True
64,390,4846214574941,False
132,334,4846214574941,True
367,555,4846214574941,True
132,346,4846214574941,True
129,314,4846214574941,True
119,314,4846214574941,True
32,390,4846214595421,False
40,341,4846214595421,False
131,334,4846214595421,False
134,340,4846214595421,False
65,383,4846214595421,False
151,324,4846214595421,False
131,349,4846214595421,False
45,336,4846214595421,False
82,389,4846214595421,False
28,336,4846214595421,False
28,305,4846214595421,False
115,401,4846214595421,False
97,393,4846284376925,False
47,318,4846284376925,False
161,291,4846512632669,True
138,199,4846515866461,False
154,383,4846522903389,False
179,360,4846540657501,True
32,399,4846594917213,True
154,274,4846657426269,True
96,393,4846664047453,True
3,193,4846669896541,True
362,563,4846712662877,False
92,356,4846769525597,False
138,355,4846840939357,False
31,349,4846859461469,False
100,396,4846869740381,True
33,332,4846875296605,False
180,324,4846875296605,False
43,383,4846875296605,False
84,300,4846875296605,False
78,394,4846923129693,True
88,257,4846923129693,True
72,438,4846949509981,False
158,340,4846998104925,True
45,351,4846998104925,True
135,351,4847065563997,False
42,385,4847065563997,False
158,412,4847106851677,False
172,337,4847120405341,False
153,400,4847150199645,False
135,347,4847188722525,True
4,511,4847188722525,True
99,405,4847188722525,True
146,385,4847188722525,True
95,313,4847229608797,False
136,356,4847229608797,False
165,305,4847229608797,False
17,276,4847265932125,True
163,362,4847300094813,True
92,315,4847430384477,True
32,348,4847439272797,False
360,566,4847439272797,False
49,333,4847439272797,False
77,391,4847439272797,False
4,514,4847439272797,False
363,557,4847439272797,False
113,406,4847439272797,False
41,337,4847523359581,True
29,338,4847523359581,True
192,280,4847533618013,True
11,391,4847580912477,False
362,562,4847630132061,False
0,513,4847630148445,True
75,391,4847630148445,True
362,561,4847630148445,True
6,514,4847630148445,True
165,303,4847630148445,True
139,355,4847630148445,True
64,383,4847691889501,True
101,371,4847705936733,True
136,341,4847713518429,False
93,384,4847713518429,False
93,365,4847713518429,False
151,316,4847740214109,True
202,375,4847869922141,False
62,384,4847974597469,False
99,314,4848114305885,False
165,304,4848139770717,False
127,233,4848175199069,True
34,308,4848356064093,False
45,345,4848431037277,False
73,438,4848431055709,True
137,343,4848431055709,True
40,343,4848431055709,True
6,512,4848431055709,True
125,345,4848431055709,True
83,389,4848431055709,True
166,302,4848431055709,True
53,387,4848431055709,True
183,388,4848451797853,False
99,404,4848494707549,True
106,344,4848520239965,False
181,275,4848533541725,True
146,203,4848626688861,True
61,383,4848718809949,False
98,395,4848718809949,False
170,264,4848725154653,False
82,321,4848746480477,True
100,357,4849011905373,False
149,253,4849051908957,False
92,402,4849085403997,False
103,137,4849099539293,False
81,307,4849175968605,True
133,342,4849203868509,True
362,559,4849261888349,False
167,303,4849261888349,False
119,315,4849261888349,False
5,511,4849261888349,False
54,378,4849261888349,True
168,303,4849261888349,False
174,342,4849261888349,True
8,511,4849261888349,False
361,563,4849261888349,True
5,512,4849261888349,True
3,513,4849261888349,False
7,513,4849261888349,True
97,396,4849261888349,False
128,418,4849353022301,False
42,315,4849466848093,False
64,307,4849468443485,True
165,190,4849472265053,True
110,347,4849510509405,True
6,515,4849514361693,True
35,387,4849559960413,True
153,386,4849560712029,False
124,303,4849582046045,False
184,385,4849664217949,False
71,143,4849724820317,True
94,391,4849823843165,True
132,322,4849823843165,True
62,396,4849823843165,True
162,339,4849861800797,True
130,313,4849863355229,True
127,308,4849863355229,True
21,306,4849863355229,True
166,305,4849863355229,True
133,320,4849863355229,True
127,337,4849863355229,True
134,320,4849863355229,True
130,319,4849863355229,True
22,294,4849863369565,True
127,383,4849863369565,True
159,298,4849863369565,True
121,323,4849873867613,False
144,309,4849910752093,True
80,396,4850076472157,True
117,383,4850076472157,True
174,383,4850076472157,True
96,397,4850076472157,True
35,318,4850076472157,True
130,383,4850076486493,True
129,313,4850076486493,False
45,349,4850076486493,True
109,385,4850076486493,False
108,323,4850076486493,False
127,314,4850076486493,False
177,385,4850076486493,False
40,307,4850076486493,False
164,333,4850076486493,False
33,337,4850076486493,False
87,321,4850076486493,False
12,512,4850076486493,False
141,364,4850076486493,True
140,364,4850076486493,True
25,237,4850080873309,False
28,348,4850104775517,True
719,287,4850150744925,True
3,514,4850187821917,False
167,302,4850187821917,False
135,350,4850345243485,True
132,342,4850345243485,True
134,345,4850345243485,True
117,385,4850345243485,True
31,332,4850345243485,True
25,349,4850345243485,True
117,406,4850345243485,True
31,339,4850345243485,True
25,392,4850373571421,True
79,394,4850373571421,True
32,338,4850373571421,True
151,323,4850373571421,True
4,512,4850380483421,False
77,126,4850508622685,True
38,382,4850511713117,False
98,405,4850525492061,False
43,346,4850525492061,False
94,381,4850525492061,False
179,327,4850541480797,True
144,332,4850546389853,True
227,325,4850549721949,True
86,359,4850550653789,True
71,432,4850620570461,False
31,348,4850643792733,False
31,390,4850654770013,True
104,369,4850675237725,False
31,340,4850675237725,False
48,346,4850675237725,False
195,340,4850705400669,False
152,332,4850705447773,False
171,306,4850767623005,False
177,320,4850813963101,True
3,512,4850813963101,True
63,303,4850934516573,True
76,392,4850934516573,True
92,352,4851009043293,True
49,406,4851014210397,True
97,345,4851131648861,False
83,371,4851180372829,True
34,309,4851180372829,True
25,171,4851193451357,True
33,177,4851193451357,True
33,426,4851193451357,True
62,136,4851193451357,True
32,177,4851193451357,True
11,472,4851193451357,True
43,190,4851193451357,True
6,477,4851193451357,True
36,169,4851193451357,True
100,326,4851232379741,False
168,388,4851243680605,True
99,395,4851273333597,True
91,316,4851327476573,True
117,316,4851343194973,False
36,349,4851345734493,True
164,305,4851345734493,True
48,386,4851345734493,True
84,403,4851396078429,False
161,315,4851411399517,True
111,401,4851422370653,True
27,374,4851425395549,False
35,319,4851443608413,True
150,395,4851474973533,True
174,341,4851490132829,False
94,384,4851499785053,True
29,369,4851530148701,False
364,555,4851561208669,False
360,565,4851561208669,False
50,405,4851576136541,False
51,336,4851591121757,False
148,282,4851591121757,False
81,391,4851591121757,False
101,396,4851651705693,False
144,351,4851651705693,False
188,365,4851651705693,False
47,335,4851651705693,False
87,359,4851845045085,False
153,387,4851913835357,True
108,325,4851932556125,False
5,514,4851932556125,False
99,406,4851932556125,False
164,303,4851932556125,False
44,345,4851932556125,False
41,345,4851932556125,False
139,348,4851932556125,False
6,510,4851932556125,False
53,378,4851932556125,False
46,318,4851932556125,False
2,512,4851932556125,False
361,561,4851932556125,False
78,388,4851932556125,False
104,388,4851968340829,True
65,387,4851968340829,True
41,306,4851968340829,True
113,341,4851968340829,True
92,346,4852049695581,True
132,321,4852056664925,True
87,322,4852056664925,True
40,392,4852056664925,True
96,401,4852056681309,True
129,315,4852056681309,True
131,382,4852056681309,True
129,335,4852056681309,True
32,333,4852056681309,True
169,265,4852129413981,False
24,393,4852159298397,False
181,324,4852159298397,False
147,145,4852251640669,True
52,323,4852286407517,True
128,308,4852286407517,True
26,305,4852286423901,True
109,302,4852286423901,True
133,334,4852286423901,True
182,384,4852286423901,True
171,333,4852343802717,True
133,374,4852348347229,True
144,348,4852383431517,True
184,355,4852387701597,False
128,311,4852389114717,False
19,388,4852389129053,False
116,315,4852389129053,False
4,516,4852389129053,False
142,326,4852389129053,False
115,399,4852389129053,False
361,564,4852389129053,False
78,408,4852393997149,True
115,299,4852406266717,False
125,254,4852460890973,True
5,515,4852465318749,False
5,310,4852519275357,True
114,384,4852615983965,False
31,319,4852629183325,True
8,510,4852638366557,True
7,512,4852638366557,True
69,395,4852816169821,True
176,321,4852933509981,False
181,427,4853075534685,True
120,299,4853075534685,True
184,362,4853075534685,True
179,417,4853075534685,True
154,274,4853128309597,True
362,563,4853183548253,False
29,253,4853219855197,False
115,403,4853270367069,True
107,401,4853295123293,False
138,355,4853311824733,False
95,154,4853326787421,True
136,355,4853372537693,True
34,306,4853386736477,True
162,325,4853402331997,True
42,427,4853461644125,False
136,357,4853480923997,True
129,398,4853480923997,True
31,349,4853530571613,False
53,248,4853575666525,False
77,393,4853578031965,False
88,257,4853594239837,True
78,394,4853594239837,True
59,584,4853594278749,True
76,572,4853594278749,True
71,386,4853604391773,True
44,384,4853620226909,True
158,340,4853669217117,True
45,351,4853669217117,True
27,348,4853701813085,True
109,288,4853766312797,True
54,386,4853896516445,False
33,390,4853896516445,False
137,357,4853896516445,False
145,386,4853902642013,False
79,395,4853902642013,False
137,356,4853902642013,False
137,440,4853956791133,False
130,397,4854005723997,False
89,263,4854005723997,False
55,378,4854005723997,False
362,562,4854101017437,False
165,303,4854101031773,True
0,513,4854101031773,True
75,391,4854101031773,True
139,355,4854101031773,True
362,561,4854101031773,True
6,514,4854101031773,True
126,336,4854149540701,True
47,336,4854149540701,True
109,414,4854149540701,True
100,352,4854149540701,True
167,333,4854149540701,True
132,320,4854149540701,True
364,557,4854149540701,True
64,383,4854162774877,True
131,301,4854168759133,True
202,375,4854201015133,False
172,367,4854211160925,True
146,291,4854258918237,False
55,377,4854329342813,True
166,309,4854331947869,True
128,354,4854343766877,True
159,372,4854343844701,False
140,183,4854413847389,False
58,329,4854431476573,True
165,304,4854470863709,False
28,368,4854501725021,False
181,325,4854576311133,True
28,301,4854646668125,False
103,139,4854699856733,False
115,323,4854776308573,False
364,554,4854801990493,False
83,145,4854804718429,True
645,233,4854828946269,True
90,271,4854889294685,False
119,264,4854909731677,False
72,277,4854914800477,False
156,358,4854929779549,True
116,384,4854968570717,False
152,401,4855014314845,True
34,308,4855027174237,False
118,317,4855061810013,False
45,345,4855102149469,False
40,343,4855102165853,True
6,512,4855102165853,True
166,302,4855102165853,True
53,387,4855102165853,True
83,389,4855102165853,True
73,438,4855102165853,True
125,345,4855102165853,True
137,343,4855102165853,True
135,320,4855154269021,False
99,404,4855165819741,True
43,384,4855179742045,True
170,264,4855196037981,False
145,303,4855304350557,True
157,317,4855333788509,True
94,134,4855363246941,True
145,320,4855417047901,False
89,356,4855417047901,False
145,402,4855417047901,False
134,350,4855417047901,False
88,350,4855417047901,False
126,335,4855447012189,False
162,339,4855484838749,True
176,384,4855597976413,False
363,558,4855597976413,False
157,341,4855597976413,False
123,344,4855597976413,False
126,338,4855597976413,False
84,402,4855597976413,False
133,321,4855597976413,False
53,377,4855597976413,False
174,343,4855597976413,False
140,277,4855606625117,False
21,420,4855615695709,False
61,404,4855688885085,False
42,315,4855797943133,False
110,411,4855830074205,False
24,344,4855830074205,False
119,327,4855874829149,True
180,427,4855981902685,False
79,391,4855981902685,False
6,515,4855985247069,True
100,396,4856041497437,True
31,429,4856050275165,True
35,185,4856050275165,True
35,184,4856050275165,True
155,420,4856054668125,True
111,192,4856066392925,True
128,303,4856082662237,True
171,306,4856109130589,False
98,397,4856113742685,False
72,438,4856121271133,False
198,373,4856133755741,False
185,378,4856179979101,True
127,315,4856211645277,False
101,395,4856211645277,False
96,400,4856211661661,False
82,388,4856211661661,False
88,321,4856211661661,False
83,350,4856211661661,False
56,377,4856211661661,False
35,387,4856231072605,True
87,351,4856267162461,True
156,317,4856267162461,True
135,356,4856267162461,True
4,511,4856360481629,True
135,347,4856360481629,True
146,385,4856360481629,True
99,405,4856360481629,True
152,332,4856382935901,False
2,329,4856404976477,True
78,352,4856404976477,True
31,390,4856436400989,True
61,271,4856527655773,True
166,340,4856536064861,True
53,240,4856548434781,False
138,339,4856609407837,False
70,390,4856642503517,False
166,388,4856651461469,False
3,514,4856658703197,False
167,302,4856658703197,False
21,386,4856677204829,True
111,411,4856677204829,True
155,323,4856677204829,True
132,350,4856677204829,True
13,299,4856715760477,True
199,382,4856755929949,False
28,348,4856775889757,True
92,389,4856814015325,True
99,397,4856872248157,True
49,387,4856872248157,True
128,335,4856872248157,True
23,372,4856872248157,True
26,304,4856872248157,True
92,376,4856872248157,True
136,341,4856885281629,False
93,384,4856885281629,False
93,365,4856885281629,False
153,177,4856901895005,True
27,52,4856907334493,True
103,391,4856922592093,False
97,313,4856922592093,False
128,336,4856963986269,True
160,309,4856967275357,False
118,350,4857021277021,False
766,62,4857022616413,False
151,323,4857044685661,True
79,394,4857044685661,True
